@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"Svegliata da chi è stato svegliato dal #terremoto hold_out stand alter wake geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","3","1","50","7","1","0"
"la #terra che si #scrolla un poco di #merda ... #terremoto move shake feces shit swearword word geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","3","2","2","58","10","4","0"
"Cosa sta succedendo a Bologna? E' stato forte il terremoto? hold_out stand be metropolis Bologna comune College_town City hold_out stand loud geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","2","1","59","10","0","0"
"#terremoto Ancora!...il mio letto è troppo sensibile e il lampadario mi da conferma geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography furniture bed bedroom_furniture excessively sensitive lighting_fixture chandelier lamp table_lamp cogent_evidence check","4","2","1","84","13","1","0"
"Allora?!? Facciamo che basta? #terremoto #bologna geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","4","1","49","6","2","0"
"Andrò a letto quando il mio cane si fermerà. #terremoto furniture bed bedroom_furniture domesticated_animal dog Canis canid mammal fauna Canidae gray_wolf Brazil taxon Trinomial_nomenclature defend arrest geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","3","2","1","57","10","1","0"
"#terremoto #bologna e senti tremare sempre, anche quando non occorre... geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography metropolis Bologna comune College_town City perceive hear tremble shiver expend occupy","0","5","0","71","10","2","0"
"mi date più notizie su #sanfelicesulpanaro terremoto? day date no_longer info news broadcasting communication geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","3","1","1","54","7","1","0"
"Ma solo io nn ho sentito il terremoto? perceive hear geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","1","2","38","8","0","0"
"Vabbè..... Ho capito che stanotte nn si dorme #terremoto understand rest kip geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","4","1","57","9","1","0"
"Vaaaa beneee mi sveglio!!!! qualcuno viene a far colazione? :D #terremoto #padova be cost meal breakfast geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography metropolis Padua City city_with_hundreds_of_thousands_of_inhabitants comune College_town","4","5","2","81","12","2","0"
"#terremoto certo che cosí non si dorme piú geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography certain rest kip","0","4","1","44","8","1","0"
"cazzo mi ributto a letto e.... un'altra scossa!!! penis dick word noun insult language mouth read reflex shock","3","1","1","49","9","0","0"
"Il mio lampadario è immobile, questa non l'ho accusata #terremoto lighting_fixture chandelier lamp table_lamp motionless geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","3","1","66","10","1","0"
"Scossa si assestamento...si si, riesco a dormire!!! reflex shock science Assestamento_forestale succeed rest kip","1","3","3","51","8","0","0"
"O il mio palazzo balla, oppure è ritornato il #terremoto a #milano residence palace building move dance change_by_reversal revert geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","4","1","0","67","11","2","0"
".e cosí, anche nel profondo nord, stanno ballando senza musica... #terremoto profound cardinal_compass_point north southwest northwest southeast noun northeast adjective adverb hold_out stand move dance auditory_communication music art entertainment acoustic_wave album Terremoto","3","2","0","77","11","1","0"
"VOGLIO DORMIRE! #terremoto geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","1","0","26","3","1","0"
"facciamo colazione e non se ne parla più #terremoto execute meal breakfast communicate speak more geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","3","2","52","9","1","0"
"Facciamo che non mi agitate? #terremoto geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","3","1","39","6","1","0"
"# offline prova a svegliarmi ancora terremoto che mi incazzo evidence cogent_evidence geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","4","1","60","9","1","0"
"Anche il gatto ha paura e vuole mettersi sotto le coperte #terremoto enarthrosis hip joint felid cat mammal pet taxon emotion fear want geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","3","4","0","68","12","1","0"
"la cosa bella é l`educazione salottiera della gente in strada #terremoto #bologna stuff gizmo word candy_bar comic_book beautiful literature salon-holder profession group people social_group thoroughfare street architectural_structure state_highway geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","5","3","0","82","12","2","0"
"sbaglio o ce n'è appena stata un'altra di scossa (lieve)? #terremoto err slip_up barely reflex shock mild geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","3","2","69","12","1","0"
"Nuovo giro, nuova corsa! #terremoto magazine New! angle perigon unit_of_angle unit new locomotion running athletics Terrestrial_locomotion geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","1","0","35","5","1","0"
"#terremoto qui gli uccellini sembrano impazziti geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography young_bird nestling be look","1","3","0","47","6","1","0"
"Ma a che ora ci sarebbe stato sto terremoto? be go hold_out stand geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","0","1","44","9","0","0"
"prima sotto la scrivania...adesso davanti.... #terremoto table desk now in_front geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","1","0","56","7","1","0"
"Gli uccellini cantano tranquilli nonostante il #terremoto. Fanculo i geologi young_bird nestling mouth sing quiet geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography scientist geologist profession earth_scientist","3","2","0","76","10","1","0"
"Finalmente Rai News s'è svegliato #terremoto short_story Think!_(short_story) narrative company RAI joint-stock_company state_or_federal_territory_of_Malaysia television_station Rai_News geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","2","0","45","6","1","0"
"ma che diavolo sta succedendo?? #terremoto hold_out stand be geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","3","1","42","6","1","0"
"AVETE SENTITO IL TERREMOTO?(NORD ITALIA) geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography cardinal_compass_point north southwest northwest southeast noun northeast adjective adverb Geographical_feature Northern_Italy region","4","0","0","40","6","0","0"
"Ok la cosa degli uccellini che cinguettano nn funziona!#terremoto imprimatur OK word abbreviation acronym interjection slang stuff gizmo word candy_bar comic_book young_bird nestling cheep twitter","2","1","1","65","10","0","0"
"Anche la natura si ribella #terremoto !!! enarthrosis hip joint cosmos nature Earth natural_science world philosophy biology science geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","2","1","41","6","1","0"
"Sismografo ufficiale Veneziano #Terremoto http://t.co/blG9KToR Sismografo official window_blind Venetian_blind geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","4","0","0","62","8","1","0"
"Non riesco più a dormire così.. ho il cuore che mi rimbalza nel petto.. #terremoto succeed most rest kip so internal_organ heart organ terminology spring rebound cut brisket geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","5","2","84","15","1","0"
"bush c'ha beccato che volevamo rimetterci a dormire, eh? #terremoto #bis Bushfood eat peck want rest kip geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","4","0","72","12","2","0"
"Ok siamo tutti svegli e tutti sappiamo scrivere #terremoto imprimatur OK word abbreviation acronym interjection slang turn awake create_verbally compose geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","4","2","58","9","1","0"
"#terremoto ma che cazzo sta succedendo? geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography hold_out stand be","1","2","1","39","6","1","0"
"Ho capito non dormo più #terremoto  pauraa understand rest kip more geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","3","0","43","7","1","0"
"Mi scoppia la testa, ho sonno, voglio dormire. Smettila!!! #terremoto break burst judge try physical_condition sleep want rest kip geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","3","1","69","10","1","0"
"ancora! cazzarola... #terremoto geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","2","0","31","3","1","0"
"#terremoto siamo svegli e non si dorme più qua ... Azz geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography alter wake rest kip again","1","3","1","55","10","1","0"
"ci voleva giusto un altra scossa...cazzo #terremoto necessitate just reflex shock penis dick word noun insult language geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","2","1","51","8","1","0"
"SONO UN TERREMOTO geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","1","0","17","3","0","0"
"e quando pensi che vuoi metterti a dormire...altra scossina #terremoto think think consider rest kip geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","3","0","70","11","1","0"
"Non riesco piu a dormire. #terremoto succeed rest kip geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","3","0","36","6","1","0"
"No, niente, dobbiamo restare svegli. Direi sia meglio. #terremoto #bologna be owe be remain turn awake better geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","5","1","74","10","2","0"
"BASTAAAAA scosse di assestamento #terremoto move shake geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography science Assestamento_forestale geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","2","0","43","5","1","0"
"Se 'sto sciame sismico la finisce, vorrei tornare a dormire. #terremoto group cloud behavior event_(probability_theory) Earthquake_swarm expend consume necessitate move return rest kip geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","5","0","71","11","1","0"
"Gli uccellini non cinguettano ancora #terremoto young_bird nestling cheep twitter geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","2","0","47","6","1","0"
"Credevo fosse tardi per andare in disco.. Si balla di nuovo! #terremoto late move audio disc data-storage_medium computer_memory move dance new geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","4","1","71","12","1","0"
"#terremoto #milano vabbè diamoci appuntamento per strada, tanto ormai chi dorme più? geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography get_together appointment thoroughfare street architectural_structure state_highway almost rest kip more","2","4","1","86","12","2","0"
"Maledico gli assestamenti. #terremoto science Assestamento_forestale geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","1","0","37","4","1","0"
"io: 'beh, Simo, come stai?'Simo: 'scossa!'Lo stile si riconosce anche nel pericolo property manner method_(computer_programming) adjudge admit danger risk event_(philosophy) management","4","1","2","82","14","0","0"
"Ma di nuovo?#terremoto","0","0","0","22","4","0","0"
"“@LaStefania: Su Facebook sono ancora alla prima. #terremoto” geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","3","0","65","8","1","0"
"#terremoto Mi ero appena rilassato ma ha mosso di nuovo! E il cane se la dorme..... geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography barely relaxed go new domesticated_animal dog Canis canid mammal fauna Canidae gray_wolf Brazil taxon Trinomial_nomenclature rest kip","1","3","2","83","16","1","0"
"in 3sul divano a vedere totò e peppino con camilla #terremoto #camotiamo perceive see geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","5","0","73","12","2","0"
"Stavolta son stato a letto! Sono un duro! #terremoto furniture bed bedroom_furniture wheat durum taxon geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","3","0","52","9","1","0"
"#terremoto altra forte scossa...ah no, scusate...maledetti fagioli... geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography strong reflex shock non forgive condone accursed lowerclassman sophomore terminology","1","2","0","69","9","1","0"
"Mi sa che c'è stata un'altra scossa... taste reflex shock","1","1","1","39","8","0","0"
"Qui si balla ancora.Mi stavo riaddormentando che palle #terremoto move dance dance ball dance geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","4","2","65","10","1","0"
"Finito? No xche' #terremoto hai rotto er cazzo! geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography broken penis dick word noun insult language","3","3","0","47","8","1","0"
"Uccellini impazziti nel mio giardino. Ma loro sentono il #terremoto? young_bird nestling plot garden landscape space perceive hear geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","3","3","1","68","10","1","0"
"ma c'é stata un altra scossa adesso io ho ancora il lampadario che balla? harm electric_shock harmfulness injury cause_of_death now lighting_fixture chandelier lamp table_lamp move dance","2","3","2","74","14","0","0"
"Ma cazzo la scossa di assestento mentre ato cagando no! reflex shock excrete defecate non","2","2","0","55","10","0","0"
"#terremoto io credo ai Maya. Attenzione: 21-12-2012 geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography belief faith supernatural_virtue ideology religious_ceremony rite spirituality institution ethnic_minority Mayas basic_cognitive_process attention mental_process","2","2","1","51","9","1","0"
"Ancora nn riesco a dormire...ql scossa m ha sconvolta!!! succeed rest kip reflex shock troubled","3","2","0","56","10","0","0"
"Un altra scossa....ma basta cazzo...voglio dormire! reflex shock want rest kip","1","2","0","51","8","0","0"
"#Terremoto vaffanculo! #Terremoto vaffanculo! geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","2","0","45","4","2","0"
"#terremoto mi continui a far venire micro-infarti. geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography speak go_on be cost","1","4","1","50","8","1","0"
"Altro giro... #terremoto angle perigon unit_of_angle unit geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","1","0","24","3","1","0"
"che sabato xò tra #terremoto e #bombe weekday Saturday day_of_the_week geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography arms bomb explosive_device energy low_explosive ammunition weapon Explosive_weapon","2","2","0","38","7","2","0"
"scosse di assestamento... #terremoto move shake geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography science Assestamento_forestale geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","2","0","36","4","1","0"
"smetti di tremareeeeeee #terremoto geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","2","0","34","4","1","0"
"Ma bastaaaaaaaaa! Ancora?? #terremoto geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","1","0","37","4","1","0"
"Basta, odio il terremoto emotion hatred dislike geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","2","0","24","4","0","0"
"Dormire ormai è impossibile #terremoto almost impossible geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","3","0","39","4","1","0"
"Un'altra scossa cazzo?! #bergamo #1oradopo reflex shock penis dick word noun insult language","2","1","0","42","6","2","0"
"Sarà,ma io l'unico terremoto che ho sentito..e dentro al mio stomaco.... singular geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography perceive hear","2","2","2","73","14","0","0"
"Fra un po' mi alzo del tutto e faccio prima #terremoto execute first geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","3","2","54","11","1","0"
"ora però tremo io!! #terremoto though shake tremble geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","2","1","31","5","1","0"
"#terremoto scossa di assestamento..uffa! Stanotte non si dorme! geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography reflex shock tremor aftershock earthquake science Assestamento_forestale character Maître_Hibou character_from_Winnie-the-Pooh literary_character rest kip","3","2","1","63","9","1","0"
"Ancora.. #scossa ok no dormo altro.. reflex shock imprimatur OK word abbreviation acronym interjection slang non rest kip","0","2","1","36","6","1","0"
"Altro colpetto! #terremoto cominci a rompere le palle! harm bump geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography divide break game_equipment ball sports_equipment","3","2","0","54","8","1","0"
"E due!! Mi stavo riaddormentando! #terremoto geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","3","1","44","6","1","0"
"Trema ancora??? #terremoto bologna dicot_genus Trema flora species tree genus botany taxon geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","2","0","34","4","1","0"
"... e tre! Così è difficile dormire. #terremoto resin frankincense gum dramaturgy Così_è play author literary_work drama difficult rest kip geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","3","0","49","6","1","0"
"altra scossa..vabè andiamo tutti in bar a fare colazione? #paura reflex shock leave go room bar Drinking_establishment execute meal breakfast emotion fear","5","3","1","65","11","1","0"
"cazzo #terremoto fa venire fame cazzo! penis dick word noun insult language geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography execute be cost honor fame penis dick word noun insult language","3","2","0","38","6","1","0"
"Domande inutili #terremoto: oh ma la porta è ancora chiusa? Ma perchè??? market seller's_market hypothesis model unnecessary geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography movable_barrier door architectural_element Structure enclosure lock sluice peripheral","2","2","0","74","11","1","0"
"Altra scossa. Trema ancora. reflex shock dicot_genus Trema flora species tree genus botany taxon","1","1","0","27","4","0","0"
"#terremoto  qui tira ancora ...(il sisma...) geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography displace draw geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","2","0","44","6","1","0"
"no le scosse d'assestamento no!!! #terremoto non move_back_and_forth rock science Assestamento_forestale non geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","3","0","44","7","1","0"
"#Terremoto gli uccellini cantano anche se la terra trema. non credevo... geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography young_bird nestling mouth sing even_if move_involuntarily shiver accept believe","2","4","0","72","11","1","0"
"Di nuovo. Io mi stavo giusto riaddormentando mr. #terremoto !!!! new just title Mister honorific geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","3","3","64","9","1","0"
"si vabbé però se ogni volta che sto per riaddormentarmi c'é una scossa.. though hold_out stand reflex shock","3","2","1","75","13","0","0"
"#terremoto nuova scossa 'che sensazione strana'..... Milano geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography new reflex shock perception sensation Fiction-writing_mode metropolis Milan City Chef-lieu comune municipality","3","1","1","59","7","1","0"
"#terremoto #ancora! Dai #maya, fate veloce se proprio dovete... geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography spiritual_being fairy spirit mythic_humanoid water_deity fast be owe","0","6","0","63","9","3","0"
"#terremoto bussa ancora a Lucca geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography knap knock province_of_Italy Lucca","1","0","0","31","5","1","0"
"Ancora.. allora gli uccelli non cantano dalla gioa... #terremoto # vertebrate bird taxon clade fauna mouth sing geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","2","0","66","9","2","0"
"... Saranno anche di assestamento, ma qui non si dorme più. #terremoto #assestamento science Assestamento_forestale rest kip more geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography science Assestamento_forestale","1","5","1","85","12","2","0"
"Mi accendo un sigaro alle 5 di mattina, cazzo! #terremoto roll_of_tobacco cigar Tobacco_products Nicotiana tobacco fiber_bundle roulade penis dick word noun insult language geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","4","2","1","57","10","1","0"
"Ma si riesce a dormire 'sta notte?! E basta #terremoto #earthquake be rest kip hold_out stand period night geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography single_(music) Earthquake_(Labrinth_song) song","1","6","1","66","11","2","0"
"Evidentemente non ora...le scosse continuano...#terremoto reflex shock speak go_on geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","1","0","57","7","0","0"
"Avevo appena iniziato a respirare normalmente #terremoto barely commence breathe commonly geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","3","0","56","7","1","0"
"Potrebbe andare peggio. Potrebbe piovere. #terremoto e #pioggia leave go worst geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography water rain precipitation weather","0","4","0","63","8","2","0"
"sì ok, replica #terremoto ma gli uccellini continuano a cantare... imprimatur OK word abbreviation acronym interjection slang reproduce reduplicate geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography bird dicky-bird speak go_on mouth sing","1","4","0","67","10","1","0"
"TUTTI SVEGLI SU TWITTER..p.s ho apprezzato #terremoto microblogging Twitter Social_networking_service esteem look_up_to geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","4","2","0","53","9","1","0"
"Tutti con 'sto #terremoto.Minchia, che colataaaaaaa ._.","1","2","2","55","8","1","0"
"ero lì che mi stavo riaddormentando... #terremoto #bologna there hold_out stand geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","5","1","59","8","2","0"
"altra scossa...io esco a fare un giro...sonno passato reflex shock move leave execute angle perigon unit_of_angle unit physical_condition sleep time past terminology","4","2","1","53","10","0","0"
"O datemi un sito dove cercare, aggiornato. #terremoto computer website web_page Interactive_media digital_media structure research consult inform update geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","3","0","53","8","1","0"
"#terremoto  ancora a Bologna? geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography metropolis Bologna comune College_town City","1","1","0","29","4","1","0"
"Cazzo ma è terribile il suo rumore!!! #terremoto penis dick word noun insult language awful call noise oscillation acoustic_wave noise geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","2","0","49","7","1","0"
"Un'altra o sono suggestionata? #terremoto geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","2","0","41","6","1","0"
"Evvai con l'assestamento! Stanotte non si dorme più. #terremoto science Assestamento_forestale rest kip more geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","4","1","64","10","1","0"
"Leggo di un'altra scossa. Attendo la diffusione dell'onda. Ci sono. Vai. #Terremoto free_daily_newspaper Leggo newspaper reflex shock action diffusion motion wave wave fur vair heraldry fur geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","4","4","1","83","14","1","0"
"Ancora..ma basta cazzo #terremoto di merda penis dick word noun insult language geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography feces shit swearword word","1","3","0","42","7","1","0"
"terremoto aiuto #trentino mi che palle i mie figli sono a Verona appena avertito cazzo geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography assistance succor war aid economics aid_agency Działania law game_equipment ball sports_equipment male_offspring boy metropolis Verona World_Heritage_Site comune City barely penis dick word noun insult language","6","3","2","86","15","1","0"
"Altra scossa avvertita a Monza? #terremoto reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","2","0","42","6","1","0"
"Vabbe provo a prendere sonno e c'è una nuova piccola scossa.. experience experience take physical_condition sleep new little earthquake tremor","2","3","0","62","11","0","0"
"Sì, però non smettete di twittare eh, perchè se no mi cago sotto davvero. #terremoto affirmative yes quit actually geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","4","1","87","15","1","0"
"Di nuovo! Suggestione? #terremoto #bologna new influence suggestion geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","2","0","42","5","2","0"
