@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"Non sono davvero convinto che il certificato di morte e il luogo di sepoltura di Tamerlan # Tsarnaev siano notizie più importanti del crollo della fabbrica di #Bangladesh.","11","4","0","172","27","2","1"
"Abbonamento annuale alla rivista Scontato per sostenere l&#39;appello alle catastrofi inondazioni QLD - non perdere l&#39;occasione di fare la differenza http://t.co/JcCm6Z43","9","3","0","174","27","0","1"
"RT @ Nyx2701: &quot;@ 9NewsSyd: L&#39;incendio di #Springwood sta minacciando la scuola di St Columba. #nswfires http://t.co/uEUKaTaY9Z &quot;#BlueMountains #BushFires","11","3","1","167","24","3","1"
"Ragazzi, qui su quel fuoco in discoteca del Brasile? Immagino che abbiano preso fuoco a bruciapelo sulla pista da ballo troppo alla lettera.","9","2","1","140","23","0","1"
"RT @ Mohd_BD1: Quanto sono meschini e stupidi gli eterni amici del BNP a sostenere criminali di guerra e islamisti in questo momento. #shahbag #savar # s ...","11","5","1","157","25","3","0"
"Le inondazioni trasformano il &quot;vortice di gore-tex&quot; del Colorado","3","1","0","74","12","0","0"
"Beh, è ​​una bella giornata a Skyrim! Possa anche non-vita! #YYCFlood","4","2","0","74","11","1","0"
"RT @gazetteph: @theGazettESpain @GazettE_WW_Fans http://t.co/CNiYSwurnv Per favore RT e donare per le vittime di #TyphoonHaiyan qui in ...","8","2","0","138","20","1","1"
"RT @Cmdr_Hadfield: Inondazioni a Maryborough, Australia - visibile mentre volavamo martedì mattina, 29 gennaio. Http://t.co/Vs2oGCKd","9","1","0","133","17","0","1"
"Complimenti ai volontari e al personale dei servizi di emergenza che si occupano di #nswfires Dio vi benedica tutti e Godspeed per domani x","8","3","4","139","24","1","1"
"#earthquake M 2.6, Hawaii region, Hawaii http://t.co/S2GbQIaO","5","2","0","61","11","1","0"
"Il bilancio delle vittime supera il 900 nel crollo della fabbrica del Bangladesh: http://t.co/wCSP1OUWkc","6","2","0","104","17","0","1"
"#newbedon 6/27/2012 11:30:08 AM Il fuoco del Colorado vicino a Pikes Peak costringe a 11.000 dalle case http://t.co/UBSlQta9","7","2","0","124","26","1","1"
"RT @sneakernews: #RedOctober Yeezy 1 di @JBFcustoms #incomparable http://t.co/nf8nC0LWDu http://t.co/bpwVlM7zHm","5","2","0","111","16","2","0"
"Cerca Healthcare $ Registered Nurse (RN) presso Select Specialty Hospital (Colorado Springs, CO) http://t.co/f8kzUhbr","12","1","0","117","16","0","0"
"RT @ Pilkington_11: scene Wow Bad a Glasgow !! Un elicottero della polizia si è schiantato contro un pub! Spero che non ci siano troppe vittime!","11","4","2","145","23","0","1"
"RT @ pinkbunny70: Preghiere per i residenti, i vigili del fuoco e tutti coloro che cercano di spegnere gli incendi! #highparkfire #ColoradoFires Hope ev ...","7","6","3","156","23","2","1"
"Il 100% dei profitti di questi fantastici tee è a beneficio di CO Red Cross &amp; Care e Share Food Bank: http://t.co/3v6tw16d - aiuta le vittime di CO #Wildfire","14","2","1","162","30","1","1"
"RT @AP: il collasso mortale del Bangladesh mostra condizioni dolorose nell&#39;industria dell&#39;abbigliamento, collegamenti con i rivenditori: http://t.co/Cn2aMWFKF2","8","2","0","167","24","0","1"
"RT @ reyna6467: @MariaESalinas // WACO Texas explotion !!! http://t.co/V687GKwB6Q","6","1","0","81","10","0","1"
"Potente terremoto riportato in Costa Rica: NOSARA, Costa Rica (AP) - Un potente, magnitudo-7 .... http://t.co/fueoYIDe (tramite AP Newsfeed)","11","1","0","140","21","0","1"
"Festeggiamo stasera! #setitoff #victorypartey # MissUniverse2013 #Philippines","3","3","0","77","6","4","0"
"Ottime informazioni su come aiutare #persone e #pets http://t.co/oawrZZoK tramite @ColoradoStateU #HighParkFire #cofire","7","3","1","119","16","4","1"
"Quella Meteora russa sembra squallida da morire","1","2","1","47","7","0","0"
"RT @mountain_goats: Quick qualcuno mi chiede se hai intenzione di riemettere All Hail West Texas e metterlo su vinile","5","6","2","117","19","0","0"
"La vita è buona con i bulldog di Samford che hanno vinto una grande vittoria e i Cardinals in testa per 2-0 nei NLCS !!! #RedOctober ❤️⚾️ # BowWow ??","12","4","1","158","26","2","0"
"L&#39;elettricità è tornata! Grazie a Dio siamo sopravvissuti !!! #Haiyan","4","3","0","75","10","1","1"
"Nella prima intervista da quando la fabbrica del Bangladesh crolla, l&#39;amministratore delegato di Benetton conferma il legame della società con la tragedia http://t.co/u7194UkoSN","8","2","0","182","28","0","1"
"Rottura; Gli uomini BGB-RAB e Hejazot si scontrano in #Narayungonj canchpur 1 BGB e 2 Police hanno ucciso #Bangladesh","10","3","1","117","20","2","0"
"RT @ TheLAScene: Sembra che #BeverlyHills #Earthquake sia stato aggiornato a 3.5. http://t.co/UThFGsv1","3","6","0","102","16","2","1"
"sta piovendo .. state certi ragazzi! #YolandaPH","2","3","0","47","6","1","1"
"RT @AlertNet: Nessun incidente riportato dopo il terremoto in Costa Rica finora: Croce Rossa http://t.co/JwixjWBI #redcross #quake #costarica","7","3","1","141","21","3","1"
"RT @GrillTeam: RT @BradTheLoveFern @GrillTeam Lookout fine di Grand Parade, Mt Riverview #nswrfs http://t.co/TveRw2sphu","11","1","0","119","17","1","0"
"Vedi se i nostri prestiti commerciali sono giusti per te. http://t.co/BcexcR8d #construction #commercial #Colorado #Business #Economia","5","7","1","134","19","5","0"
"Stati Uniti: Tutti e tre i telegiornali serali in rete che hanno condotto questa sera con la furia di quel #wildfire in #Colorado","8","2","3","129","23","2","1"
"RT @eonline: stai al sicuro, LA - stiamo tenendo tutti coinvolti nella #LAXShooting nelle nostre preghiere! ♥","4","5","1","111","15","1","1"
"RT @Telegraph: Almeno una persona morta e 80 disperse dopo che il treno che trasportava petrolio greggio esplode in Quebec http://t.co/2pOrAXD5CF","5","2","1","145","24","0","1"
"I rivenditori statunitensi sperano che dimenticherai la tragedia di #Bangladesh? http://t.co/mAtfUH8jnx Altro w / @ChristineRomans su #CNN Sat 2p / Sun 3p EST.","10","4","1","159","24","2","1"
"#tbt #bohol #friends http://t.co/sVuOrY1ras","1","3","0","43","7","3","0"
"Per un buon momento, dai un&#39;occhiata alla festa delle star in Texas! Considerando l&#39;universo dal profondo del West Texas http://t.co/e6aDIKoKmj","7","4","0","151","27","0","0"
"Invio: il terremoto della Costa Rica in feltro in Nicaragua - http://t.co/TbGbFRO3","6","1","0","82","14","0","1"
"#earthquake: (GMT) M 4.5, Isole Andamane, Regione India http://t.co/C6JKfJXA","6","1","0","76","13","1","0"
"RT @claudiaauu: il mio 3G ha avuto problemi. ? #blamethehaze","3","2","0","60","9","1","0"
"RT @AP: le autorità indagano sui possibili legami tra la sparatoria di LAX e la teoria della cospirazione del New World Order: http://t.co/DMjVYhAkRC -SS","10","3","0","154","27","0","1"
"@INFINITE_lurvv: HOYA @ 131106 Aeroporto LAX (cr.gyujongs_ via dancemachine_HY) http://t.co/DKDDI1whiO http://t.co/kErYqryuiH","8","1","0","125","17","0","0"
"http://t.co/zGIMEY1B #bigwet Quasi tutto quello che prendo in considerazione $ plus sex .. NBS","3","4","2","94","15","1","0"
"RT @bmarcois: Per favore #pray per le #Philippines mentre questa orribile #storm si avvicina. Tra i peggiori nella storia. #Prayer http://t.co/fcdhs4cYEH","8","4","1","153","24","4","1"
"#reliefph I love bacon Mi piacciono molto .. mi piace molto il bacon ti amo http://t.co/Rm8YzUiI","2","6","3","96","18","1","0"
"Dobbiamo affrontare il modo in cui abbiamo co-creato questo MT @ WSJ: Video inquietante che cerca il fallimento della fabbrica #Bangladesh: http://t.co/V8U08HLrWS #WorldStream","9","8","2","175","26","2","1"
"RT @easytouch: report dell&#39;ultimo terremoto in Italia http://t.co/ZDtrj6lN","4","1","0","78","13","0","1"
"# 3 LEGGETE !!! Dimostra che #REDOCTOBER non era per ragioni razziste !! Lascia perdere le persone che fanno il nostro paese per ogni http://t.co/4Ddxrf0ijn","6","7","1","156","25","2","0"
"@jimsrer &quot;@BuzzFeed: oltre 32.000 persone sono state evacuate la scorsa notte dal percorso dell&#39;incendio del Waldo Canyon in Colorado http://t.co/MbqIqrbS&quot;","6","3","1","169","28","0","1"
"RT @ d20s: Kal-El è appena atterrato in Russia !! Presto, tutti, dai il nome ai tuoi figli Lex Luthor! #redson #doomed #russianmeteor","10","6","1","134","21","3","0"
"JUST IN: I funzionari ora confermano con @ShastaCNN che almeno 220 persone sono state uccise nel nightclub #fire a Santa Maria, #Brazil #CNN","11","5","0","140","23","3","1"
"@ Virginia America mi ha cancellato il mio volo se #LAX. Opzioni di rimborso complete? Ho dovuto riprenotare con @USAirways dal momento che nessun volo, precedentemente scritto in modo errato.","11","4","1","192","29","1","0"
"RT @rob_bieber: Finish Line Boston Marathon dopo l&#39;esplosione (seconda esplosione vista in ba ...: http://t.co/wCJi6hsjk0 via @youtube","8","2","0","138","21","0","1"
"RIP # 9 #Clutha #cluthabar #cluthavaults è molto triste","3","4","0","56","7","4","1"
"RT @NSWRFS: TOTAL FIRE BANS fino a nuovo avviso per 4 aree in Sydney, Hunter, Illawarra / Shoalhvn e Central Ranges. #NSWRFS #nswfires Pls ...","15","2","0","142","23","2","1"
"Booooooom che inizio @England_RL in fiamme! Siediti in Australia","4","1","0","64","9","0","0"
"RT @CNN: Secondo una fonte federale, un agente della TSA è stato ucciso nella sparatoria @ # LAX. Rimani aggiornato con gli ultimi dettagli: http://t.co/M...","9","4","0","158","25","1","1"
"RT @BreakingNews: La Croce Rossa in Costa Rica dice che non ci sono vittime finora riportate dopo il terremoto - @Reuters","8","3","1","121","20","0","1"
"RT @dannycafferys: Sad weekend Arresto di elicottero #glasgow Arresto del treno #NewYork Arresto di auto celebrità #California # happenin3s #nomore pleas ...","14","4","0","158","20","5","0"
"Rockus - Foto: David Bazan al Fuel / Friends House Show, Colorado Springs http://t.co/VngCD2sM","11","0","0","94","15","0","0"
"http://t.co/psVIuVM9 sembra il mio mo sul sesso #bigwet","2","3","0","55","11","1","0"
"RT @NBCNews: Foto: Typhoon Haiyan, visto dallo spazio da @AstroKarenN http://t.co/DWnks2lod8","7","1","0","92","14","0","1"
"Assomiglia molto a MOMA-San Francisco; Sospetto lo stesso architetto. #denver #colorado #r @ Denver Art Museum http://t.co/HFzKRH1d","9","5","0","131","20","3","0"
"RT @rapplerdotcom: BREAKING: Alert livello 4 generato per Marikina River http://t.co/54PXJJaFXR Suono di allarme per evacuazione forzata. #MaringPH","11","3","0","147","21","1","1"
"RT @HuffingtonPost: Galleria di foto dei numerosi incendi devastanti che bruciano attraverso Colorado http://t.co/jmHSL2zU","6","1","1","122","17","0","1"
"17 giorni dopo, la donna si è tolta viva dalle macerie del Bangladesh. Http://t.co/YNQEyfl9WW #kctoday","6","2","1","103","17","1","1"
"Canny crede alla quantità di danni che i fan #Celtic di Amsterdam hanno causato nelle #Philippines ..... beh, loro acari ci danno la colpa !!!","10","4","3","143","23","2","0"
"RT @AmandaGearing: elicotteri residenti a Oakdale Road che sorvolano. Polizia battono le porte ai residenti per prepararsi all&#39;evacuazione. #nswfires # NSW ...","11","4","2","163","22","2","1"
"RT @HandofHope: Unisciti a noi per pregare per le persone colpite dal terremoto di oggi nel Nord Italia http://t.co/vjZz3iTQ","8","2","1","124","22","0","1"
"RT @willb_photos: Fuoco di miniera di stato WNW di Lithgow. Sembra che il vento l&#39;abbia preso a calci in #nswfires http://t.co/QuvhRVwQik","11","2","0","141","26","1","1"
"Il potente terremoto colpisce la Costa Rica, senza morti http://t.co/rw5Brly8","5","1","0","77","13","0","1"
"RT @nora_eats: Pensieri con tutti a #clutha #glasgow #helicopter #crash site MT &quot;@Janney_h: incidente in elicottero nel pub http://t.co/EluRSi3Cdb&quot;","11","4","1","157","24","4","1"
"RT @BBCBreaking: il bilancio delle vittime nel crollo della fabbrica #Bangladesh passa a 500, la polizia dice http://t.co/FzsDvnolaj","10","3","0","132","21","1","1"
"Un terremoto di magnitudo 7,9 ha colpito mercoledì la Costa Rica nordoccidentale .. = (.. speriamo che tutto vada bene laggiù !!","5","3","1","130","19","0","1"
"RT @basherkella:. @ Hrw Drammatica svolta in #Bangladesh Intnl Crimes Tribunal. Testimone sostiene la sottrazione dello Stato http://t.co/vV3e6FRtI3","13","1","1","148","20","1","0"
"&#39;Abbiamo la capacità di nominare e vergognare&#39; @BarryOFarrell dice di persone che cercano di trarre vantaggio finanziario da #nswfires http://t.co/YwuT9LmgX4","7","7","1","166","25","1","1"
"RT @nswfire: ** #BIGWET TEARS NEI MIEI OCCHI ** #BUNGABERG RESIDENTI FESTEGGIA COME L&#39;ESERCITO DELL&#39;AERALIANA # CHIARO IN CITTÀ Sono australiano htt ...","14","5","0","161","23","3","1"
"Vuoi l&#39;assicurazione. Guarda il nostro indice per la misura perfetta per il tuo problema. Assicurazione #Earthquake http://t.co/m3xpuiCf #MT","7","3","1","144","23","2","0"
"Typhoon Haiyan: esigenze di riparo sostenibili e una soluzione pronta per 2 navi ... http://t.co/ixZr81FhTC","6","0","0","107","17","0","1"
"RT @YouScoopGMA: #PabloPH colpisce Carmen, Davao del Norte: http://t.co/QZN9qZYP. Esposizioni natalizie cadute a causa di forti venti.","6","4","1","134","20","1","1"
"400 feriti da esplosioni mentre Meteor cade in Russia http://t.co/RSGMancQ","4","2","0","74","13","0","1"
"Scusa america! Il Canada ha appena rovesciato la più grande brocca di sciroppo d&#39;acero del mondo sulla fetta più grande del mondo di pancetta sul dorso. #terremoto","8","5","0","169","29","1","0"
"#Foggy qui sulla #West Coast..wonder quando si dissiperà","4","3","1","57","9","2","0"
"RT @RT_com: AGGIORNAMENTO: fino a 150 lesioni minori, interruzione dei servizi dopo la pioggia di meteoriti su #Russia http://t.co/jL7siCV7 #RussianMeteor ...","11","2","0","158","23","2","1"
"@ ahsan9112: Il corpo delle Nazioni Unite esorta il Bangladesh a chiudere fabbriche non sicure http://t.co/T0Tha6HYMV tramite @ Y7News #Savar #SiegeDhaka # 5Maggio #BanglaSpring","10","7","0","177","24","4","0"
"Chilling Video Shows Office durante Russian Meteor Attack http://t.co/rr58bl1B tramite @mashable","8","1","0","96","14","0","1"
"RT @AJELive: La rabbia in #Bangladesh quando la fabbrica di indumenti crolla il bilancio delle vittime sale a 200 http://t.co/VXUnoeDIbu","9","0","0","136","23","1","1"
"COLORADO FIRES Informazioni e risorse per proprietari di animali domestici in CO PER FAVORE CONDIVIDI Come probabilmente già saprai, Colorado ... http://t.co/OBSZ6jqU","10","2","0","167","24","0","1"
"RT @hillaryrosner: 32.000 persone sono state evacuate a Colorado Springs e la home page del NYT è ancora Nora Ephron. Lo trovo sconvolgente.","8","3","1","141","23","0","1"
"Fatto fino in cima! 9 miglia di escursione! #colorado http://t.co/EtBubWeM","4","3","0","74","13","1","0"
"ottengo 2772 nuovi follower = &gt;&gt; http://t.co/v6oZDe3Rgv ✔ # BestRapper, # boulderflood, # initialsofsomeonespecial, # PitMad, # TomQ http://t.co/yoHi1EYdfD","6","7","0","163","19","5","0"
"RT @pelagicpictures: Due anelli di fuoco bruciano al crepuscolo a ovest di Darling Causeway vicino a Hartley Vale. @photosSMH #nswfires @NSWRFS @nswfire h ...","11","3","0","158","23","1","1"
"Il lavoro è stato influenzato dalle inondazioni del Queensland e del NSW? Leggi le informazioni &quot;Disastri naturali&quot; per luoghi di lavoro http://t.co/btiskJZb tramite @fairwork_gov_au","9","2","1","193","28","0","1"
"La bicicletta è migliore della maggior parte delle cose. #mtb #colorado #sunset #bike #nature #sky http://t.co/2QMscFfC","4","7","1","120","18","6","0"
"RT @QldCountryMusic: questo è il motivo per cui dicono &quot;Se è inondato, dimenticalo&quot;. Non sai mai quale danno verrà rivelato. #bigwet http://t.co ...","5","5","3","161","24","1","1"
"http://t.co/IhlEPJp1 Non sono i dreadlocks, i suoi ruvidi ... tutto gratis :) #RussianMeteor","3","3","1","92","14","1","0"
"RAPPORTI DI TERREMOTO • TERREMOTO - ENE DI HOJANCHA, COSTA RICA: M5.6 - 11 km ENE di Hojancha, Costa Rica 2012-09-08 ... http://t.co/9jAktmuM","13","0","0","143","25","0","1"
"RT @theprettyEJ: PLS HELP RT #Rescueph #ReliefPH presso Gemini St. Villariva Subd. Sto.Domingo Cainta (segue) http://t.co/KBljANEv","14","3","0","130","20","2","1"
"RT @WOJgoldcoast: John Muntz Causeway Upper Coomera #bigwet 6.00am questa mattina @abcgoldcoast http://t.co/lKh7Pwjp","8","3","0","116","17","1","0"
"#National_Geographic Q &amp; A con Filippine Climate Envoy Chi sta digiunando dopo Super Typhoon H http://t.co/AVPPT08E1X","9","3","1","121","19","1","1"
"Il crollo del Bangladesh uccide almeno tre, diversi feriti: almeno tre persone sono state uccise ... http://t.co/qbaixfsgZy #News","6","3","0","129","20","1","1"
"È stata una settimana dura per questo paese. Ricorda, non importa quanto sia male, continua a fidarti del Signore. # prayforwest &amp; boston #keepfaith","8","6","1","153","22","2","1"
"@DonnieWahlberg Il Queensland sta vivendo delle inondazioni davvero brutte, sentendo davvero quello che voi ragazzi avete passato a New York ora #loveeternal","6","4","3","157","22","1","1"
"RT @theqldpremier: Warwick - Circa 20 aziende sono state sommerse. L&#39;area è ora in modalità di pulizia. - PT #bigwet","7","3","1","122","19","1","1"
"#earthquake: M 1.5, California centrale http://t.co/wfj2IOvC","2","2","0","60","10","1","0"
"L&#39;ho appena imparato, tu sei un Vanderbilt. Non c&#39;è da stupirsi che tu sia un grande uomo @andersoncooper. U rafforzare d #Haiyan sopravvissuti # AC360 TY","9","5","2","163","28","2","1"
"Il disastro #Bangladesh può essere una lezione costosa http://t.co/hp2BMjNfmh","3","3","0","78","12","1","1"
"RT @GeorgieBC: #Myanmar #TSOne dovrebbe raggiungere la terra il 16 maggio, colpito a sud di Chittagong, # Bangladesh. @UNOCHA Flash Update http://t.co/q1LP...","11","6","0","158","24","3","0"
"Cosa è successo a #LAX? Spero che tutti stiano bene x","2","3","2","54","10","1","1"
"RT @BotoxAnnRomney: Il regno della regina #AnnRomney di #Botox -Her True Story -HALARIOUS! #AfricanAmericans #bostonmarathon http://t.co/ ...","8","5","1","141","18","4","0"
"STORIA: @ RNC: #Colorado &quot;importante&quot; ma non un must-win per #Romney: http://t.co/GLDpM8H8 #COpolitics","8","1","1","112","18","3","0"
"RT @ ivanwhite48: il collasso della fabbrica del Bangladesh è ciò che accade quando non si hanno leggi sulla salute e sicurezza - che è ciò che la maggior parte dei Tories (e UK ...","10","5","6","185","30","0","1"
"Dai un&#39;occhiata a questo multi-share di Alternative Montréal #lacmegantic http://t.co/NFqyG74Krf","4","4","1","101","17","1","0"
"Non posso più prendere queste notizie #savar. peggio è la sensazione che dopo pochi giorni tutti si dimenticheranno di questo, le cose saranno come al solito.","5","6","3","160","25","1","0"
"15 Incendi boschivi in ​​Australia continuano a bruciare senza controllo: le autorità avvisano gli alti temps, i forti venti che probabilmente aumentano il pericolo di incendi ...","8","4","1","184","26","0","1"
"Miglior canzone di sempre. #earthquake #allstarremix http://t.co/OVttX3Eg","3","2","0","73","10","2","0"
"#oomf #bigwet #follow http://t.co/FLTZe8Yo Ora questo è davvero fantastico","1","5","2","75","11","3","0"
"RT @ThabsMotswalz: Pam dice che EFF è la versione nera di #RedOctober hahaha","7","3","0","77","12","1","0"
"RT @noishobdo: Allama Shafi chiama # Hefajat-e-Islalm per rimanere a #ShaplaChattar fino a quando le richieste non si incontrano. # 5 maggio #BanglaSpring #SiegeDhaka #Bangladesh","11","9","1","178","25","6","0"
"Un orologio tsunami di tutta l&#39;area dei Caraibi è in vigore dopo che un terremoto di magnitudo 7,9 ha colpito la Costa Rica. #KeepSafe #GodBless","10","5","0","149","27","2","1"
"#RescuePH Wilma Ubando Payod con 3 bambini Purok 3, Malanday, Marikina; la loro casa è vicino al liceo nazionale. @gmanews","10","2","0","123","19","1","1"
"#forex #aggiornamenti Australia: inondazioni nel Queensland ... di nuovo: c&#39;è ancora un&#39;inondazione nel Queensland - un ... http://t.co/VC0Xqsck #teamfollowback","9","3","0","169","22","3","1"
"RT @ bordeek: sul terrore del capitalismo. http://t.co/U2ItsfDCDm #bangladesh #dhaka #walmart","5","1","1","93","13","3","0"
"RT @nourbaby: quegli incendi del Colorado sembrano spaventosi. Preghiere a tutti vicino a lì","3","2","1","93","14","0","1"
"Quake colpisce l&#39;America centrale, in Messico: un terremoto di magnitudo 7,4 ha colpito Mercoledi al largo della costa del Guatemala, vicino ad esso ... http://t.co/Phe4LCpw","6","4","1","177","30","0","1"
"Questo è davvero al di là del sesso. http://t.co/UGeFigBn #RussianMeteor","3","1","1","74","12","1","0"
"&quot;@thetodayshow: WATCH: NSW fuoco foto di tendenza sui social media. http://t.co/UOs0CkQdPo @ Natalia_Cooper9 #nswfires #sydney #nsw #bushfires &quot;","9","4","2","154","21","4","1"
"RT @ ad_dey05: #shahbag #bangladesh #warcrime vogliamo la più alta punizione per i criminali di guerra. #SaveBangladesh","7","5","0","120","16","4","0"
"@Punk_Freedom Il bilancio delle vittime del disastro dell&#39;abbigliamento in Bangladesh si avvicina al 900: DHAKA, Bangladesh (AP) - Il bilancio delle vittime del crollo di ... @sizzxo","11","2","1","186","27","0","1"
"RT @MakingSciPub: l&#39;ascesa delle macchine sociali: complessità dei dati e complessità sociale. I governi hanno integrato i dati dei social media per #haiyan re ...","11","2","0","169","26","1","0"
"Una persona deve vederlo. Non posso smettere di ridere. http://t.co/12K5LKnj #qldfloods","3","3","1","87","14","1","0"
"Ha preso la decisione giusta di partire. Cumuli di alberi caduti e una powerline abbattuta fatta per le peggiori condizioni di guida che ho visto in #qldfloods","7","5","1","159","27","1","1"
"#bdnews #bangladesh Il Bangladesh sbaraglia la tempesta indebolita: una tempesta tropicale che i funzionari temevano causerebbe ... http://t.co/QtzvsnT6Pw","4","7","1","154","20","2","0"
"RT @ wfaachannel8: &quot;@BryanM_KVUE: Storms diretto a Central TX tra le 6 e le 8. Influirà anche sugli sforzi di ricerca e salvataggio in #WestTX &quot;","12","2","2","155","26","1","0"
"Non c&#39;è da stupirsi che i vestiti siano così economici @JoeFresh. #Bangladesh","4","2","0","83","13","1","1"
"RT @KamrulCeMeC: il giornalista #Bangladesh #MahmudurRahman ha un potere soprannaturale! http://t.co/Wu680eHw34 #SaveBangladesh @BBCNews @ democracyn ...","9","6","0","153","17","3","0"
"La meteora striata esplode nel cielo russo, ferendo quasi 1.000 http://t.co/HXk7QkdX","3","2","0","84","15","0","1"
"@kirkaug Sfortunatamente, non sta succedendo presto. Colorado Springs più tardi questo mese, probabilmente SD in agosto. Oy.","7","1","0","125","17","0","0"
"Non è una spiaggia ma altrettanto eccezionale #colorado #summer http://t.co/NPi5wJ9n","2","3","1","85","12","2","0"
"RT @ 2SIAO4U: #sghaze scusa per non completare i compiti a casa perché non vedo. LOL.","5","4","0","86","15","1","0"
"RT @WhittierNews: I soccorritori stanno ancora cercando sopravvissuti dopo l&#39;esplosione della fabbrica di fertilizzanti del Texas http://t.co/NYXvTrVY5F","6","3","0","156","22","0","1"
"#bigwet http://t.co/prj3is5Y Wow! : Il mio compagno e io amo questo tipo di","5","2","1","75","15","1","0"
"@HarpreetS_Kohli questo continuerà fino a quando Jamaat è fuori dal potere! #Bangladesh #Pakistan","5","3","1","99","12","2","0"
"Tutto andrà bene, Karl Stefanovic riferirà sulle inondazioni da Brisbane #bigwet #calminginfluence #logie","6","5","1","107","13","3","1"
"RT @ VitoCaro7: buona fortuna a @kyle_piersma oggi! Sembra che ieri ti abbia battuto sulla riva del fiume alla #bostonmarathon","6","2","1","126","19","1","0"
"KING D ROYALTY http://t.co/eXjB4V0rbx ... #LA #LAX #OAKLAND #SF #BAYAREA #VEGAS #LOSANGELES #CALI #SEO #SMM #WP #OC #MUSIC #BLOGS #TURNUP 29","20","10","0","140","23","15","0"
"RT @GameOfThrones: Happy # 4th of July a tutti #GOTFans nel regno. RT questo se vuoi impostare #Wildfire oggi. CONDIVIDI: http: // t. ...","8","6","2","137","21","3","0"
"Donna trovata viva tra le macerie della fabbrica del Bangladesh 17 giorni dopo il crollo http://t.co/JKEoVrwc4Q","6","3","0","111","19","0","1"
"RT @AgAggregate: NASA: Meteor Nucleare Russa - Daily Beast http://t.co/jy5Ly7Ns #agnews","8","0","0","87","13","1","0"
"RT @THEREALSWIZZZ: #RussianMeteor ???? il suo Showtime?","3","1","0","55","6","1","0"
"Meteor Falls on Russia Momenti di meteore che colpiscono sulla Terra! | COMPILATION | Russia 2013 Meteori ...: http://t.co/ablh1pXr via @youtube","11","2","1","144","21","0","1"
"RT @RidhwanAzman: PSI è ora 190. Siamo tutti fumatori. Siamo tutti panini al salmone affumicato. #sghaze","7","4","2","105","15","1","1"
"#rescuePH Kaira è indiscutibilmente una nuova puntura. L&#39;ha pubblicato su porntube. Un tale culo. http://t.co/5lTtOrtN","5","4","0","123","19","1","0"
"17 giorni dopo che è crollato | Ulteriori informazioni: http://t.co/xg3nDSlN28 # J4TF","4","2","0","86","12","1","1"
"LoL..WTH è stato quel terremoto .. Dio è stato molto spaventoso, prenditi cura di tutti noi in Costa Rica ..!","7","3","1","111","17","0","1"
"http://t.co/f9pQwht9 Questo mi ha fatto piangere un po &#39;perché è tristemente vero .. #bigwet","2","5","2","98","16","1","0"
"D&#39;altra parte, quella situazione meteorica in Russia è fuori dal mondo !!! No? Va bene..","5","2","0","93","15","0","1"
"RT @Goldberg: RIP ... ... Sei soldati statunitensi uccisi in un incidente in elicottero afgano http://t.co/oGKcSHiZuk","6","2","0","117","17","0","0"
"Hai controllato questo ancora? Jessica sta urlando per la vecchia lotta di nuovo !!! http://t.co/UHRQlrXL #bigwet","3","3","1","113","18","1","0"
"--- SE LA TUA CHIAMA DI PASSEGGERI INCISO 1-888-831-7176 PER ALLOGGIO IN HOTEL --- # LAX #LA #HELP #TRAVEL #CALIFORNIA #LosAngelesAeroporto #HOTEL","15","5","0","146","22","7","0"
"RT @BloombergNews: La rabbia sale in Quebec come il bilancio delle vittime dell&#39;esplosione del treno raddoppia | http://t.co/YX4AmJ8PNT","7","3","0","139","22","0","1"
"#bigwet http://t.co/1nzP7TWa Sono un altro qui. Soluzione per usarlo?","3","2","0","69","12","1","0"
"Ho capito bene, la gente della QLD vuole che il Governo intervenga e aiuti. Hanno dimenticato che Tony Abbott si è opposto all&#39;ultimo Levello del QLD","8","6","1","154","27","0","1"
"#terremoto Ml:2.5 2012-09-08 08:49:06 UTC Lat=44.85 Lon=11.48 Prof=4.0Km Prov=FERRARA","7","1","0","85","22","1","0"
"#ReliefPH Per le Filippine","2","1","0","26","4","1","1"
"RT @ ABCNews24: #nswfires LIVE: NSW Rural Fire Service fornisce un aggiornamento sui #bushfires. Guarda http://t.co/TtTI3ZYXOH http://t.co/p3IA...","13","4","0","146","22","2","1"
"RT @WheresItShaking: #earthquake M 4.1, California centrale http://t.co/PKy4tlQN","5","1","0","80","12","1","0"
"RT @PhilippineStar: l&#39;ambasciatore Josef Rychtar afferma che la Repubblica ceca sta donando 15 milioni di corone ceche ($ 750.000) a Phl | via @lawagcaoili #YolandaPH","10","4","0","170","26","1","1"
"RT @BuzzFeedNews: Bill Nye the Science Guy spiega la meteora russa http://t.co/BqdQH57m","7","1","0","87","15","0","1"
"【#USGS #alert】 M 3.2, California del Nord http://t.co/i7Mie5wR #Pasthour #earthquake #tsunami #prayfromjapan","7","5","0","112","16","5","0"
"RT @CassVinograd: AP: il bilancio delle vittime supera il 600 in Bangladesh, crollo della fabbrica di indumenti; 610 corpi ora recuperati.","10","3","0","138","21","0","1"
